Schulstraße (Wanns),StZe,W,,K,gut  D,,Schützenstraße,Pank,O,,K,mittel  D
Schulze-Boysen-Straße,Lich,O,10 - 20,G,einfach Z,,Schützenstraße,Rein,W,,K,einfach * D
Schulze-Boysen-Straße,Lich,O,11 - 75,U,einfach Z,,Schützenstraße,Span,W,,K,einfach * D
Schulze-Boysen-Straße,Lich,O,22 - 34,G,mittel Z,,Schützenstraße,StZe,W,1,F,mittel * Z
Schulze-Boysen-Straße,Lich,O,38,G,einfach Z,,Schützenstraße,StZe,W,2 - 21 A,F,mittel Z
Schulze-Boysen-Straße,Lich,O,40,G,einfach * Z,,Schützenstraße,StZe,W,23 - 24,F,mittel * Z
Schulzendorfer Straße,Mitt,W,1,F,einfach * Z,,Schützenstraße,StZe,W,25 - 34,F,mittel Z
Schulzendorfer Straße,Mitt,W,7 - 26,F,einfach Z,,Schützenstraße,StZe,W,37 A,F,mittel * Z
Schulzendorfer Straße,TrKö,O,3 - 51,F,einfach  D,,Schützenstraße,StZe,W,40 - 54,F,mittel Z
Schulzendorfer Straße,TrKö,O,52 - 56,F,einfach * D,,Schützenstraße,TrKö,O,10,F,mittel  D
Schulzendorfer Straße,TrKö,O,57 - 112,F,einfach  D,,Schützenstraße,TrKö,O,11 - 11 C,F,mittel * D
Schulzendorfer Straße (Heils),Rein,W,3,U,mittel * D,,Schützenstraße,TrKö,O,12 - 25,F,mittel  D
Schulzendorfer Straße (Heils),Rein,W,7 - 11,U,mittel  D,,Schützenstraße,TrKö,O,26 - 29,F,mittel * D
Schulzendorfer Straße (Heils),Rein,W,8,G,mittel * D,,Schützenstraße,TrKö,O,30 - 32,F,mittel  D
Schulzendorfer Straße (Heils),Rein,W,10 - 158,G,mittel  D,,Schützenstraße,TrKö,O,33,F,mittel * D
Schulzendorfer Straße (Heils),Rein,W,13,U,mittel * D,,Schützenstraße,TSch,W,13 - 21 A,F,mittel  D
Schulzendorfer Straße (Heils),Rein,W,15 - 17,U,mittel  D,,Schützenstraße,TSch,W,22,F,mittel * D
Schulzendorfer Straße (Heils),Rein,W,19 - 21,U,mittel * D,,Schützenstraße,TSch,W,23 - 31,F,mittel  D
Schulzendorfer Straße (Heils),Rein,W,23 - 43 A,U,mittel  D,,Schwabenallee,MaHe,O,1 - 109,U,mittel  D
Schulzendorfer Straße (Heils),Rein,W,45,U,mittel * D,,Schwabenallee,MaHe,O,2 - 98,G,mittel  D
Schulzendorfer Straße (Heils),Rein,W,45 A - 69,U,mittel  D,,Schwabenallee,MaHe,O,102 - 122,G,einfach  D
Schulzendorfer Straße (Heils),Rein,W,71,U,mittel * D,,Schwabenallee,MaHe,O,111 - 121,U,einfach  D
Schulzendorfer Straße (Heils),Rein,W,99 - 155,U,mittel  D,,Schwabenallee,MaHe,O,125,U,einfach * D
Schulzendorfer Straße (Heils),Rein,W,157,U,mittel * D,,Schwabenallee,MaHe,O,126 - 126 A,G,einfach * D
Schulzendorfer Straße (Hermd),Rein,W,1 - 89 A,U,mittel  D,,Schwabenallee,MaHe,O,127 - 139,U,einfach  D
Schulzendorfer Straße (Hermd),Rein,W,2,G,mittel * D,,Schwabenallee,MaHe,O,128 - 140,G,einfach  D
Schulzendorfer Straße (Hermd),Rein,W,4 - 88,G,mittel  D,,Schwabinger Weg,Span,W,,K,mittel  D
Schulzendorfer Straße (Hermd),Rein,W,91,U,mittel * D,,Schwäbische Straße,TSch,W,2 - 12 A,F,mittel Z
Schulzendorfer Straße (Hermd),Rein,W,94 - 94 A,G,mittel * D,,Schwäbische Straße,TSch,W,13 - 15,F,mittel * Z
Schulzendorfer Straße (Hermd),Rein,W,95 - 107,U,mittel  D,,Schwäbische Straße,TSch,W,16 - 29,F,mittel Z
Schulzendorfer Straße (Hermd),Rein,W,96 - 144 A,G,mittel  D,,Schwabstedter Weg,Rein,W,,K,mittel  D
Schulzenstraße,Span,W,1,F,mittel * D,,Schwabstraße,Rein,W,2,G,einfach * Z
Schulzenstraße,Span,W,2 - 5,F,mittel  D,,Schwabstraße,Rein,W,4 - 26,G,einfach Z
Schulzenstraße,Span,W,5 A,F,mittel * D,,Schwabstraße,Rein,W,5 - 9,U,einfach Z
Schulzenstraße,Span,W,5 B - 15,F,mittel  D,,Schwabstraße,Rein,W,9 A,U,einfach * Z
Schulzenstraße,Span,W,16,F,mittel * D,,Schwabstraße,Rein,W,11 - 11 A,U,einfach Z
Schulzenstraße,Span,W,18 - 19,F,mittel  D,,Schwabstraße,Rein,W,11 B,U,einfach * Z
Schulzenstraße,Span,W,20,F,mittel * D,,Schwabstraße,Rein,W,13 - 27,U,einfach Z
Schulzestraße,Pank,O,1 - 21,F,mittel Z,,Schwabstraße,Rein,W,28,G,einfach * Z
Schulzestraße,Pank,O,22 - 44,F,mittel * Z,,Schwabstraße,Rein,W,29 - 31,U,einfach * Z
Schumannstraße,Mitt,O,1 - 1 B,F,gut * Z,,Schwalbacher Straße,TSch,W,1 - 6,F,gut Z
Schumannstraße,Mitt,O,2,F,gut Z,,Schwalbacher Straße,TSch,W,6 A - 6 B,F,gut * Z
Schumannstraße,Mitt,O,3,F,gut * Z,,Schwalbacher Straße,TSch,W,7 - 15,F,gut Z
Schumannstraße,Mitt,O,4 - 18,F,gut Z,,Schwalbachstraße,TSch,W,29 - 40,F,mittel  D
Schumannstraße,Mitt,O,19 - 22,F,gut * Z,,Schwalbachstraße,TSch,W,41 - 42 B,F,mittel * D
Schumpeterstraße,TSch,W,,K,mittel  D,,Schwalbachstraße,TSch,W,43 - 62,F,mittel  D
Schünemannweg,StZe,W,2,G,mittel * D,,Schwalbenflug,MaHe,O,,K,einfach Z
Schünemannweg,StZe,W,3 - 27,U,mittel  D,,Schwalbenweg,TrKö,O,17 - 39,F,mittel  D
Schünemannweg,StZe,W,4 - 26,G,mittel  D,,Schwalbenweg,TrKö,O,40 - 43,F,mittel * D
Schünemannweg,StZe,W,28,G,mittel * D,,Schwalbenweg,TSch,W,,K,mittel Z
Schünemannweg,StZe,W,30,G,mittel  D,,Schwambzeile,ChWi,W,,K,einfach  D
Schürstraße,Span,W,1 - 2,F,einfach * D,,Schwanebecker Chaussee,Pank,O,1 - 25,U,einfach * D
Schürstraße,Span,W,3 - 5,F,einfach  D,,Schwanebecker Chaussee,Pank,O,2 - 4,G,einfach * D
Schürstraße,Span,W,9 - 17,F,einfach Z,,Schwanebecker Chaussee,Pank,O,4 A - 4 H,G,einfach  D
Schustehrusstraße,ChWi,W,1,U,mittel * Z,,Schwanebecker Chaussee,Pank,O,6 - 32,G,einfach * D
Schustehrusstraße,ChWi,W,3 - 17,U,mittel Z,,Schwanebecker Chaussee,Pank,O,50 - 54,G,einfach  D
Schustehrusstraße,ChWi,W,4 - 6,G,mittel * Z,,Schwanenblumenweg,Lich,O,,K,einfach  D
Schustehrusstraße,ChWi,W,8 - 22,G,mittel Z,,Schwanenfeldstraße,ChWi,W,2,F,einfach * D
Schustehrusstraße,ChWi,W,23 - 25,U,mittel * Z,,Schwanenfeldstraße,ChWi,W,4 - 6,F,einfach  D
Schustehrusstraße,ChWi,W,26,G,mittel * Z,,Schwanenfeldstraße,ChWi,W,6 A - 12,F,einfach * D
Schustehrusstraße,ChWi,W,27 - 47,U,mittel Z,,Schwanenweg,TrKö,O,,K,einfach  D
Schustehrusstraße,ChWi,W,28 - 48,G,mittel Z,,Schwanheimer Straße,TSch,W,3 - 11,U,einfach  D
Schütte-Lanz-Straße,StZe,W,,K,mittel  D,,Schwanheimer Straße,TSch,W,4 - 16,G,einfach  D
Straßenname1,Bezirk2,G3 Hausnr.4,,B5,WL6 WL7,,Straßenname1,Bezirk2,G3,Hausnr.4,B5,WL6 WL7
Schwanheimer Straße,TSch,W 13,- 15,U,einfach * D,,Schweiggerweg,ChWi,W,1 - 23,U,mittel  D
Schwanheimer Straße,TSch,W 16 A,- 18,G,einfach * D,,Schweiggerweg,ChWi,W,2 - 22,G,mittel  D
Schwanter Weg,Span,W,,K,mittel  D,,Schweiggerweg,ChWi,W,24,G,mittel * D
Schwartzkopffstraße,Mitt,O 1,- 1 A,F,mittel * Z,,Schweiggerweg,ChWi,W,25,U,mittel * D
Schwartzkopffstraße,Mitt,O 2,- 19,F,mittel Z,,Schweinfurthstraße,ChWi,W,1,U,gut  D
Schwartzkopffstraße,Mitt,O 20,,F,mittel * Z,,Schweinfurthstraße,ChWi,W,4,G,gut  D
Schwartzstraße,Rein,W,,K,einfach * Z,,Schweinfurthstraße,StZe,W,5 - 75,U,gut  D
Schwarzastraße,Neuk,W 1,,F,einfach * Z,,Schweinfurthstraße,StZe,W,10 - 100,G,gut  D
Schwarzastraße,Neuk,W 2,- 8,F,einfach Z,,Schweitzerstraße,StZe,W,1 - 21,U,gut Z
Schwarzastraße,Neuk,W 9,,F,einfach * Z,,Schweitzerstraße,StZe,W,2 - 24,G,gut Z
Schwarzbacher Straße,ChWi,W 2,- 7,F,mittel * Z,,Schweitzerstraße,StZe,W,23 - 35,U,gut  D
Schwarzbacher Straße,ChWi,W 9,,F,gut * Z,,Schweitzerstraße,StZe,W,24 A - 40,G,gut  D
Schwarzbärenweg,MaHe,O,,K,einfach  D,,Schweizer Tal,Pank,O,9 - 65,U,mittel  D
Schwarzburger Straße,MaHe,O,,K,mittel  D,,Schweizer Tal,Pank,O,10 - 40,G,mittel  D
Schwarzdornweg,StZe,W,,K,gut  D,,Schweizer Tal,Pank,O,42,G,mittel * D
Schwarzelfenweg,Pank,O 1,- 57,U,mittel  D,,Schweizer Tal,Pank,O,44 - 54,G,mittel  D
Schwarzelfenweg,Pank,O 2,- 58,G,mittel  D,,Schwelmer Straße,StZe,W,1,U,einfach * D
Schwarzelfenweg,Pank,O 59,,U,mittel * D,,Schwelmer Straße,StZe,W,2,G,einfach * D
Schwarze-Pumpe-Weg,MaHe,O,,K,einfach  D,,Schwelmer Straße,StZe,W,3 - 33,U,einfach  D
Schwarzer Weg,Rein,W 15,- 49,F,gut  D,,Schwelmer Straße,StZe,W,4 - 36,G,einfach  D
Schwarzer Weg,Rein,W 69,- 105,F,mittel  D,,Schwendenerstraße,StZe,W,1,U,gut * D
Schwarzer Weg (Obers),TrKö,O,,K,einfach  D,,Schwendenerstraße,StZe,W,3 - 53,U,gut  D
Schwarzer Weg (Schmö),TrKö,O,,K,einfach  D,,Schwendenerstraße,StZe,W,8,G,gut * D
Schwarzheider Straße,MaHe,O 1,- 29,U,mittel  D,,Schwendenerstraße,StZe,W,10 - 46,G,gut  D
Schwarzheider Straße,MaHe,O 4,- 18,G,mittel  D,,Schwendenerstraße,StZe,W,48,G,gut * D
Schwarzheider Straße,MaHe,O 20,,G,mittel * D,,Schwendyweg,Span,W,,K,mittel  D
Schwarzheider Straße,MaHe,O 22,- 28,G,mittel  D,,Schweriner Ring,Lich,O,,K,mittel  D
Schwarzkittelweg,Rein,W 1,,U,gut * D,,Schwerinstraße,TSch,W,,K,mittel Z
Schwarzkittelweg,Rein,W 2,,G,gut * D,,Schwerter Weg,Span,W,,K,einfach  D
Schwarzkittelweg,Rein,W 2 A,- 36,G,gut  D,,Schwertlilienweg,Neuk,W,1,U,mittel * D
Schwarzkittelweg,Rein,W 3,- 33,U,gut  D,,Schwertlilienweg,Neuk,W,2,G,mittel * D
Schwarzkogelweg,TSch,W,,K,mittel  D,,Schwertlilienweg,Neuk,W,3,U,mittel  D
Schwarzkoppenstraße,TrKö,O,,K,mittel  D,,Schwertlilienweg,Neuk,W,4 - 44,G,mittel  D
Schwarzmeerstraße,Lich,O 1,,U,mittel * D,,Schwertlilienweg,Neuk,W,5,U,mittel * D
Schwarzmeerstraße,Lich,O 2,- 10,G,mittel * D,,Schwertlilienweg,Neuk,W,7,U,mittel  D
Schwarzmeerstraße,Lich,O 3,- 57,U,mittel  D,,Schwertlilienweg,Neuk,W,11,U,mittel * D
Schwarzmeerstraße,Lich,O 12,- 72,G,mittel  D,,Schwertlilienweg,Neuk,W,33 - 41,U,mittel  D
Schwarzschildstraße,TrKö,O,,K,einfach  D,,Schwiebusser Straße,FrKr,W,5 - 20,F,mittel Z
Schwarzspechtweg,Rein,W,,K,mittel  D,,Schwiebusser Straße,TSch,W,36 - 45,F,mittel Z
Schwarzwaldstraße,Pank,O 2,,F,mittel  D,,Schwiebusser Straße,TSch,W,46,F,mittel * Z
Schwarzwaldstraße,Pank,O 3,- 10,F,mittel * D,,Schwiegersteig,Span,W,,K,einfach Z
Schwarzwaldstraße,Pank,O 11,- 11 A,F,mittel  D,,Schwielowseestraße,Span,W,,K,einfach  D
Schwarzwurzelstraße,MaHe,O 1,- 89,U,einfach  D,,Schwimmerweg,Span,W,,K,mittel  D
Schwarzwurzelstraße,MaHe,O 2,- 92,G,einfach  D,,Schwindstraße,TrKö,O,,K,mittel * D
Schwarzwurzelstraße,MaHe,O 91,,U,einfach * D,,Schwirrammerweg,Pank,O,3 - 26,F,einfach * D
Schwatlostraße,StZe,W 1,- 2,F,mittel * D,,Schwirrammerweg,Pank,O,27,F,einfach  D
Schwatlostraße,StZe,W 2 A,- 31,F,mittel  D,,Schwirrammerweg,Pank,O,28 - 29,F,einfach * D
Schwatlostraße,StZe,W 32,,F,mittel * D,,Schwirrammerweg,Pank,O,30,F,einfach  D
Schwebelstraße,TSch,W 1,,U,mittel * D,,Schwirrammerweg,Pank,O,32 - 36,F,einfach * D
Schwebelstraße,TSch,W 1 A,- 27 B,U,mittel  D,,Schwirrammerweg,Pank,O,37,F,einfach  D
Schwebelstraße,TSch,W 2,,G,mittel * D,,Schwirrammerweg,Pank,O,38,F,einfach * D
Schwebelstraße,TSch,W 2 A,- 30,G,mittel  D,,Schwirrammerweg,Pank,O,39 - 46,F,einfach  D
Schwebelweg,Span,W,,K,einfach  D,,Schwyzer Straße,Mitt,W,1,U,mittel * Z
Schwechtenstraße,TSch,W 1,- 13,U,einfach  D,,Schwyzer Straße,Mitt,W,1 A - 17 B,U,mittel Z
Schwechtenstraße,TSch,W 2,,G,einfach * D,,Schwyzer Straße,Mitt,W,2 - 28 C,G,mittel Z
Schwechtenstraße,TSch,W 4,- 12,G,einfach  D,,Schwyzer Straße,Mitt,W,25 - 27 B,U,einfach Z
Schwedenstraße,Mitt,W 1,- 10,F,einfach * Z,,Scottweg,ChWi,W,1,U,gut * D
Schwedenstraße,Mitt,W 10 A,,F,einfach Z,,Scottweg,ChWi,W,3 - 51,U,gut  D
Schwedenstraße,Mitt,W 11,- 19,F,einfach * Z,,Scottweg,ChWi,W,40,G,gut * D
Schwedlerstraße,ChWi,W,,K,gut  D,,Scottweg,ChWi,W,42 - 54,G,gut  D
Schwedter Straße,Mitt,O 223,,F,gut * Z,,Sebaldweg,TrKö,O,,K,mittel  D
Schwedter Straße,Mitt,O 224,- 242,F,gut Z,,Sebastianstraße,FrKr,W,69 - 73,F,einfach Z
Schwedter Straße,Mitt,O 244,- 247,F,gut * Z,,Sebastianstraße,FrKr,W,78 - 79,F,einfach * Z
Schwedter Straße,Mitt,O 248,- 254,F,gut Z,,Sebastianstraße,FrKr,W,80 - 88,F,einfach Z
Schwedter Straße,Pank,O 1,- 26,F,gut Z,,Sebastianstraße,Mitt,O,1 - 4,F,mittel Z
Schwedter Straße,Pank,O 27,- 28,F,gut * Z,,Sebastianstraße,Mitt,O,13 - 14,F,gut * Z
Schwedter Straße,Pank,O 29,- 52,F,gut Z,,Sebastianstraße,Mitt,O,15 - 57,F,gut Z
Schwedter Straße,Pank,O 76,- 81,F,mittel Z,,Sebnitzer Straße,MaHe,O,,K,mittel Z
Schwedter Straße,Pank,O 83,- 90,F,mittel * Z,,Sebnitzer Weg,Neuk,W,,K,mittel  D
Schwedter Straße,Pank,O 261,- 269,F,gut Z,,Sedanstraße,Span,W,1 - 2,F,einfach * Z
Schwedter Straße,TSch,W,,K,mittel  D,,Sedanstraße,Span,W,3 - 7,F,einfach Z
Schweidnitzer Straße,ChWi,W 2,- 8 A,F,gut Z,,Sedanstraße,Span,W,8,F,einfach * Z
Schweidnitzer Straße,ChWi,W 9,,F,gut * Z,,Sedanstraße,StZe,W,1 - 2,F,gut * D
Schweidnitzer Straße,ChWi,W 11,- 17,F,gut Z,,Sedanstraße,StZe,W,3 - 5 A,F,gut  D
Straßenname1,Bezirk2,G3 Hausnr.4,,B5,WL6 WL7,,Straßenname1,Bezirk2,G3 Hausnr.4,,B5,WL6 WL7
Sedanstraße,StZe,W 7,- 18,F,mittel  D,,Seegefelder Straße,Span,W 72 A,- 72 G,G,mittel  D
Sedanstraße,StZe,W 20,- 24,F,gut  D,,Seegefelder Straße,Span,W 74,- 78,G,mittel * D
Sedanstraße,StZe,W 25,- 26,F,gut * D,,Seegefelder Straße,Span,W 78 A,- 78 D,G,mittel  D
Sedanstraße,StZe,W 27,- 44,F,gut  D,,Seegefelder Straße,Span,W 80,- 82,G,mittel * D
Sedanstraße,StZe,W 45,,F,gut * D,,Seegefelder Straße,Span,W 84,- 86,G,mittel  D
Seddiner Straße,Lich,O,,K,einfach * D,,Seegefelder Straße,Span,W 88,- 126 A,G,mittel * D
Seddiner Weg,TrKö,O 1,- 9,U,einfach  D,,Seegefelder Straße,Span,W 128,- 128 D,G,mittel  D
Seddiner Weg,TrKö,O 4,- 10,G,mittel  D,,Seegefelder Straße,Span,W 130,- 146,G,mittel * D
Seddinpromenade,TrKö,O,,K,einfach  D,,Seegefelder Straße,Span,W 146 A,,G,mittel  D
Seeadlerweg,Neuk,W,,K,einfach  D,,Seegefelder Straße,Span,W 147,,U,mittel  D
Seebad Wendenschloß,TrKö,O,,K,gut  D,,Seegefelder Straße,Span,W 148,- 148 A,G,mittel * D
Seebadstraße,MaHe,O 1,- 2,F,einfach  D,,Seegefelder Straße,Span,W 149,- 191,U,mittel * D
Seebadstraße,MaHe,O 3,- 97,F,mittel  D,,Seegefelder Straße,Span,W 150,- 150 A,G,mittel  D
Seebadstraße,MaHe,O 98,- 99,F,einfach  D,,Seegefelder Straße,Span,W 152,,G,mittel * D
Seebadstraße,MaHe,O 100,- 105,F,mittel  D,,Seegefelder Straße,Span,W 154,- 154 A,G,mittel  D
Seebadstraße,MaHe,O 106,- 107,F,einfach  D,,Seegefelder Straße,Span,W 156,- 158,G,mittel * D
Seebadstraße,Rein,W 1,- 23,F,mittel  D,,Seegefelder Straße,Span,W 158 A,,G,mittel  D
Seebadstraße,Rein,W 24,- 37,F,gut  D,,Seegefelder Straße,Span,W 160,,G,mittel * D
Seebadstraße,Rein,W 39,- 45,F,mittel  D,,Seegefelder Straße,Span,W 160 A,,G,mittel  D
Seebadstraße,Span,W 1,- 32,F,gut  D,,Seegefelder Straße,Span,W 162,- 164 A,G,mittel * D
Seebadstraße,Span,W 35,- 38,F,mittel  D,,Seegefelder Straße,Span,W 166,- 168,G,mittel  D
Seebadstraße,Span,W 41,- 44,F,gut  D,,Seegefelder Straße,Span,W 170,- 194,G,mittel * D
Seebadstraße,Span,W 48,- 54,F,mittel  D,,Seegefelder Straße,Span,W 191 A,,U,mittel  D
Seebeckstraße,Rein,W,,K,einfach * Z,,Seegefelder Straße,Span,W 193,,U,mittel * D
Seeblickstraße,Rein,W,,K,gut  D,,Seegefelder Straße,Span,W 193 A,,U,mittel  D
Seeburger Straße,Span,W 1,- 2,F,einfach * Z,,Seegefelder Straße,Span,W 195,,U,mittel * D
Seeburger Straße,Span,W 2 A,,F,einfach Z,,Seegefelder Straße,Span,W 195 A,,U,mittel  D
Seeburger Straße,Span,W 3,- 16,F,einfach * Z,,Seegefelder Straße,Span,W 197,- 199,U,mittel * D
Seeburger Straße,Span,W 18,,F,einfach Z,,Seegefelder Straße,Span,W 198,,G,mittel  D
Seeburger Straße,Span,W 19,- 19 A,F,einfach * Z,,Seegefelder Straße,Span,W 198 A,- 216,G,mittel * D
Seeburger Straße,Span,W 19 B,,F,einfach Z,,Seegefelder Straße,Span,W 199 A,- 201,U,mittel  D
Seeburger Straße,Span,W 20,- 23 A,F,einfach * Z,,Seegefelder Straße,Span,W 201 A,,U,mittel * D
Seeburger Straße,Span,W 24,,F,einfach * D,,Seegefelder Straße,Span,W 203,,U,mittel  D
Seeburger Straße,Span,W 24 B,,F,einfach Z,,Seegefelder Straße,Span,W 203 A,- 205,U,mittel * D
Seeburger Straße,Span,W 25,,F,einfach * D,,Seegefelder Straße,Span,W 205 A,,U,mittel  D
Seeburger Straße,Span,W 25 A,- 25 C,F,einfach  D,,Seegefelder Straße,Span,W 207,,U,mittel * D
Seeburger Straße,Span,W 26,,F,einfach * D,,Seegefelder Straße,Span,W 207 A,,U,mittel  D
Seeburger Straße,Span,W 27,- 32 G,F,einfach  D,,Seegefelder Straße,Span,W 209,,U,mittel * D
Seeburger Straße,Span,W 33,- 59,F,einfach * D,,Seegefelder Straße,Span,W 209 A,,U,mittel  D
Seeburger Straße,Span,W 60,- 61 A,F,einfach  D,,Seegefelder Straße,Span,W 211,- 219,U,mittel * D
Seeburger Straße,Span,W 64,- 65,F,einfach * D,,Seegefelder Weg,Span,W 220,,G,mittel * D
Seeburger Straße,Span,W 65 A,- 65 K,F,einfach  D,,Seegefelder Weg,Span,W 220 A,- 222,G,mittel  D
Seeburger Straße,Span,W 68,- 72,F,einfach * D,,Seegefelder Weg,Span,W 221,- 233,U,mittel * D
Seeburger Straße,Span,W 76,- 91,F,einfach * Z,,Seegefelder Weg,Span,W 224,- 226,G,mittel * D
Seeburger Weg,Span,W,,K,einfach  D,,Seegefelder Weg,Span,W 226 A,- 228,G,mittel  D
Seecktstraße,Span,W,,K,einfach Z,,Seegefelder Weg,Span,W 228 A,- 230,G,mittel * D
Seefelder Straße,Lich,O 1,- 45,U,mittel  D,,Seegefelder Weg,Span,W 230 A,,G,mittel  D
Seefelder Straße,Lich,O 4,,G,mittel * D,,Seegefelder Weg,Span,W 232,- 256,G,mittel * D
Seefelder Straße,Lich,O 14,- 46,G,mittel  D,,Seegefelder Weg,Span,W 233 A,,U,mittel  D
Seefelder Straße,Lich,O 47,- 49,U,mittel * D,,Seegefelder Weg,Span,W 235,,U,mittel * D
Seefelder Straße,Lich,O 48,- 50,G,mittel * D,,Seegefelder Weg,Span,W 235 A,,U,mittel  D
Seegefelder Straße,Span,W 1,- 55,U,einfach * Z,,Seegefelder Weg,Span,W 237,,U,mittel * D
Seegefelder Straße,Span,W 16,,G,einfach * Z,,Seegefelder Weg,Span,W 237 A,,U,mittel  D
Seegefelder Straße,Span,W 18,- 26 B,G,mittel * Z,,Seegefelder Weg,Span,W 239,- 243,U,mittel * D
Seegefelder Straße,Span,W 26 C,,G,mittel Z,,Seegefelder Weg,Span,W 243 A,,U,mittel  D
Seegefelder Straße,Span,W 28,- 28 B,G,mittel * Z,,Seegefelder Weg,Span,W 245,- 255,U,mittel * D
Seegefelder Straße,Span,W 28 C,,G,mittel Z,,Seegefelder Weg,Span,W 255 A,,U,mittel  D
Seegefelder Straße,Span,W 30,- 30 B,G,mittel * Z,,Seegefelder Weg,Span,W 256 A,,G,mittel  D
Seegefelder Straße,Span,W 30 C,,G,mittel Z,,Seegefelder Weg,Span,W 257,,U,mittel * D
Seegefelder Straße,Span,W 32,,G,mittel * Z,,Seegefelder Weg,Span,W 257 A,,U,mittel  D
Seegefelder Straße,Span,W 34,,G,mittel Z,,Seegefelder Weg,Span,W 258,- 262,G,mittel * D
Seegefelder Straße,Span,W 36,- 44,G,mittel * Z,,Seegefelder Weg,Span,W 259,- 259 A,U,mittel * D
Seegefelder Straße,Span,W 44 A,- 44 C,G,mittel Z,,Seegefelder Weg,Span,W 259 B,- 259 C,U,mittel  D
Seegefelder Straße,Span,W 46,,G,mittel * Z,,Seegefelder Weg,Span,W 261,,U,mittel * D
Seegefelder Straße,Span,W 46 A,- 46 C,G,mittel Z,,Seegefelder Weg,Span,W 261 A,,U,mittel  D
Seegefelder Straße,Span,W 54,- 58 A,G,einfach * Z,,Seegefelder Weg,Span,W 262 A,,G,mittel  D
Seegefelder Straße,Span,W 55 A,,U,einfach Z,,Seegefelder Weg,Span,W 263,- 263 A,U,mittel * D
Seegefelder Straße,Span,W 57,- 65,U,einfach * Z,,Seegefelder Weg,Span,W 263 B,,U,mittel  D
Seegefelder Straße,Span,W 58 B,- 58 C,G,einfach Z,,Seegefelder Weg,Span,W 264,- 266,G,mittel * D
Seegefelder Straße,Span,W 60,- 62,G,einfach * Z,,Seegefelder Weg,Span,W 265,,U,mittel * D
Seegefelder Straße,Span,W 62 A,- 62 E,G,einfach Z,,Seegefelder Weg,Span,W 265 A,,U,mittel  D
Seegefelder Straße,Span,W 64,- 68,G,einfach * Z,,Seegefelder Weg,Span,W 267,,U,mittel * D
Seegefelder Straße,Span,W 69,- 145,U,mittel * D,,Seegefelder Weg,Span,W 267 A,- 269,U,mittel  D
Seegefelder Straße,Span,W 70,- 72,G,mittel * D,,Seegefelder Weg,Span,W 268,,G,mittel  D
Straßenname1,Bezirk2,G3 Hausnr.4,,B5,WL6 WL7,,Straßenname1,Bezirk2,G3,Hausnr.4,B5,WL6 WL7
Seegefelder Weg,Span,W 269 A,- 273,U,mittel * D,,Seehofstraße,StZe,W,14 - 52,G,gut Z
Seegefelder Weg,Span,W 270,- 308,G,mittel * D,,Seehofstraße,StZe,W,27,U,gut * Z
Seegefelder Weg,Span,W 273 A,,U,mittel  D,,Seehofstraße,StZe,W,29 - 41,U,gut Z
Seegefelder Weg,Span,W 275,- 285,U,mittel * D,,Seehofstraße,StZe,W,43 - 91,U,gut  D
Seegefelder Weg,Span,W 285 A,,U,mittel  D,,Seehofstraße,StZe,W,54 - 100,G,gut  D
Seegefelder Weg,Span,W 287,- 297,U,mittel * D,,Seehofstraße,StZe,W,93 - 93 A,U,gut * D
Seegefelder Weg,Span,W 297 A,,U,mittel  D,,Seehofstraße,StZe,W,101 - 151 A,U,mittel  D
Seegefelder Weg,Span,W 299,,U,mittel * D,,Seehofstraße,StZe,W,102 - 152,G,mittel  D
Seegefelder Weg,Span,W 299 A,,U,mittel  D,,Seejungfernweg,Span,W,,K,einfach  D
Seegefelder Weg,Span,W 301,- 303,U,mittel * D,,Seekorso,Span,W,2 - 14,G,mittel  D
Seegefelder Weg,Span,W 303 A,,U,mittel  D,,Seekorso,Span,W,3 - 13,U,mittel  D
Seegefelder Weg,Span,W 305,,U,mittel * D,,Seekorso,Span,W,15 - 21 B,U,gut  D
Seegefelder Weg,Span,W 305 A,,U,mittel  D,,Seekorso,Span,W,16 - 22,G,gut  D
Seegefelder Weg,Span,W 305 B,- 307,U,mittel * D,,Seekorso,Span,W,23 - 25,U,mittel  D
Seegefelder Weg,Span,W 307 A,,U,mittel  D,,Seekorso,Span,W,24 - 24 A,G,mittel  D
Seegefelder Weg,Span,W 308 A,- 310,G,mittel  D,,Seekorso,Span,W,28 - 34,G,gut  D
Seegefelder Weg,Span,W 309,- 315,U,mittel * D,,Seekorso,Span,W,29 - 33,U,gut  D
Seegefelder Weg,Span,W 310 A,- 312,G,mittel * D,,Seekorso,Span,W,36 - 38,G,mittel  D
Seegefelder Weg,Span,W 312 A,- 314,G,mittel  D,,Seekorso,Span,W,37,U,mittel  D
Seegefelder Weg,Span,W 315 A,- 315 B,U,mittel  D,,Seekorso,Span,W,41,U,mittel * D
Seegefelder Weg,Span,W 316,,G,mittel * D,,Seekorso,Span,W,43 - 135,U,mittel  D
Seegefelder Weg,Span,W 316 A,,G,mittel  D,,Seekorso,Span,W,52,G,mittel * D
Seegefelder Weg,Span,W 317,- 327 A,U,mittel * D,,Seekorso,Span,W,54 - 124,G,mittel  D
Seegefelder Weg,Span,W 318,- 320 A,G,mittel * D,,Seelbuschring,TSch,W,1 - 3,U,mittel * D
Seegefelder Weg,Span,W 320 B,- 322,G,mittel  D,,Seelbuschring,TSch,W,2,G,mittel * D
