Schmellwitzer Weg,MaHe O,,K,mittel,Schönefelder Chaussee,TrKö O 2,- 12,G,einfach
Schmetstorpweg,Pank O,,K,mittel,Schönefelder Chaussee,TrKö O 16,- 22,G,mittel
Schmidstraße,Mitt O,,K,gut,Schönefelder Chaussee,TrKö O 26,- 38,G,einfach
Schmidt-Knobelsdorf-Straße,Span W,,K,einfach,Schönefelder Chaussee,TrKö O 66,- 174,G,mittel
Schmidt-Ott-Straße,StZe W,,K,gut,Schönefelder Chaussee,TrKö O 169,- 257,U,einfach
Schmidtstraße,MaHe O,,K,mittel,Schönefelder Chaussee,TrKö O 188,,G,einfach
Schmiedeberger Weg,Lich O,,K,gut,Schönefelder Straße,Neuk W,,K,mittel
Schmiedehof,FrKr W,,K,mittel,Schönegarten,Mitt W,,K,einfach
Schmiedepfad,Rein W,,K,einfach,Schöneicher Straße,Lich O,,K,mittel
Schmiljanstraße,TSch W,,K,gut,Schöneicher Straße,TrKö O 1,- 17 A,F,gut
Schmitzweg,Rein W,,K,einfach,Schöneicher Straße,TrKö O 18,- 55,F,mittel
Schmöckwitzer Damm,TrKö O,,K,einfach,Schöneicher Straße,TrKö O 100,- 107,F,gut
Schmöckwitzwerder Süd,TrKö O,,K,einfach,Schonensche Straße,Pank O,,K,mittel
Schmohlstraße,Pank O,,K,mittel,Schönerlinder Straße,Pank O 1,- 14 A,F,mittel
Schmollerplatz,TrKö O,1 - 19,U,gut,Schönerlinder Straße,Pank O 20,- 29 A,F,einfach
Schmollerplatz,TrKö O,4 - 22,G,gut,Schönerlinder Straße,Pank O 34,- 62,F,mittel
Schmollerplatz,TrKö O,21 - 29,U,mittel,Schönerlinder Straße,TrKö O,,K,einfach
Schmollerplatz,TrKö O,24 - 26,G,mittel,Schönerlinder Weg,Pank O,,K,mittel
Schmollerstraße,TrKö O,1 - 4,F,mittel,Schönewalder Straße,MaHe O,,K,mittel
Schmollerstraße,TrKö O,5 - 9,F,gut,Schöneweider Straße,Neuk W,,K,einfach
Schmückertstraße,StZe W,,K,mittel,Schönfließer Straße,Pank O 1,- 8,F,gut
Schnackenburgstraße,TSch W,,K,gut,Schönfließer Straße,Pank O 9,- 10,F,mittel
Schneckenburgerstraße,TrKö O,,K,mittel,Schönfließer Straße,Pank O 11,- 22,F,gut
Schneeammerweg,Pank O,3 - 14,F,mittel,Schönfließer Straße,Rein W 1,- 21,U,mittel
Schneeammerweg,Pank O,16 - 36,F,einfach,Schönfließer Straße,Rein W 2,- 130,G,gut
Schneeballenweg,Neuk W,,K,mittel,Schönfließer Straße,Rein W 27,- 125,U,gut
Schneeberger Straße,MaHe O,,K,einfach,Schongauerstraße,MaHe O,,K,mittel
Schneebergstraße,StZe W,,K,mittel,Schönhauser Allee,Pank O 5,- 75,F,gut
Schneefinkweg,Pank O,,K,einfach,Schönhauser Allee,Pank O 79,- 116,F,mittel
Schneegansweg,Rein W,,K,mittel,Schönhauser Allee,Pank O 116 A,- 188,F,gut
Schneeglöckchenstraße,Pank O,,K,einfach,Schönhauser Straße,StZe W,,K,mittel
Schneehornpfad,Pank O,,K,mittel,Schönhauser Straße (FrzBu),Pank O 1,- 45 A,U,einfach
Schneehuhnweg,Neuk W,,K,mittel,Schönhauser Straße (FrzBu),Pank O 2,- 38,G,einfach
Schneekoppenweg,StZe W,,K,mittel,Schönhauser Straße (FrzBu),Pank O 49,- 125 C,U,mittel
Schneewittchenstraße (Altgl),TrKö O,,K,einfach,Schönhauser Straße (FrzBu),Pank O 52,- 126,G,mittel
Schneewittchenstraße (Köpen),TrKö O,,K,mittel,Schönhauser Straße (Nieds),Pank O 1,- 21 M,F,mittel
Schnellerstraße,TrKö O,1 - 21,F,einfach,Schönhauser Straße (Nieds),Pank O 23,- 26 B,F,einfach
Schnellerstraße,TrKö O,22 - 82,F,mittel,Schönhauser Straße (Nieds),Pank O 28,- 49,F,mittel
Schnellerstraße,TrKö O,83,F,einfach,Schönhauser Straße (Nieds),Pank O 50,- 56 N,F,einfach
Schnellerstraße,TrKö O,83 A,F,mittel,Schönhauser Straße (Nieds),Pank O 57,- 81,F,mittel
Schnellerstraße,TrKö O,84 - 98,F,einfach,Schönhauser Straße (Roset),Pank O 1,- 21 M,F,mittel
Schnellerstraße,TrKö O,99 - 135,F,mittel,Schönhauser Straße (Roset),Pank O 23,- 26 B,F,einfach
Schnellerstraße,TrKö O,137 - 145,F,einfach,Schönhauser Straße (Roset),Pank O 28,- 49,F,mittel
Schnepfenreuther Weg,Span W,,K,mittel,Schönhauser Straße (Roset),Pank O 50,- 56 N,F,einfach
Schneppenhorstweg,ChWi W,,K,einfach,Schönhauser Straße (Roset),Pank O 57,- 81,F,mittel
Schnittlauchweg,Pank O,,K,einfach,Schönherrstraße,MaHe O,,K,mittel
Schoelerpark,ChWi W,,K,gut,Schönholzer Straße,Mitt O,,K,gut
Schöffenstraße,StZe W,,K,mittel,Schönholzer Straße,Pank O 1,- 6 A,F,mittel
Schollenhof,Rein W,,K,mittel,Schönholzer Straße,Pank O 7,,F,gut
Schollenweg,Rein W,,K,mittel,Schönholzer Straße,Pank O 8,- 14,F,mittel
Schöllkrautstraße,Rein W,,K,mittel,Schönholzer Weg,Pank O,,K,mittel
Schomburgstraße,TSch W,,K,mittel,Schönhorster Straße,TrKö O,,K,einfach
Schonacher Straße,Rein W,,K,mittel,Schöningstraße,Mitt W,,K,einfach
Schönagelstraße,MaHe O,,K,einfach,Schönleinstraße,FrKr W,,K,mittel
Schönauer Weg,Span W,,K,mittel,Schönower Straße,StZe W,,K,gut
Schönbaumer Weg,Rein W,,K,mittel,Schönstedtstraße,Mitt W,,K,einfach
Schönbergweg,Neuk W,,K,einfach,Schönstedtstraße,Neuk W,,K,einfach
Schönblicker Straße,TrKö O,,K,einfach,Schönstraße,Pank O 1,- 33,F,gut
Schönburger Straße,MaHe O,,K,einfach,Schönstraße,Pank O 34,- 70 A,F,mittel
Schönburgstraße,TSch W,,K,mittel,Schönstraße,Pank O 80,- 97,F,gut
Schöneberger Straße,FrKr W,1 - 13,F,einfach,Schöntaler Weg,TrKö O,,K,mittel
Straßenname1,Bezirk2 G3,Hausnr.4,B5,WL6,Straßenname1,Bezirk2 G3,Hausnr.4,B5,WL6
Schonungsweg,TrKö O,,K,einfach,Schumpeterstraße,TSch W,,K,mittel
Schönwalder Allee,Span W,,K,mittel,Schünemannweg,StZe W,,K,mittel
Schönwalder Straße,Mitt W,,K,einfach,Schürstraße,Span W,,K,einfach
Schönwalder Straße,Span W,,K,einfach,Schustehrusstraße,ChWi W,,K,mittel
Schopenhauerstraße,StZe W,,K,gut,Schütte-Lanz-Straße,StZe W,,K,mittel
Schopfheimer Straße,StZe W,,K,mittel,Schützallee,StZe W,,K,gut
Schöppinger Straße,StZe W,,K,einfach,Schützenstraße,Mitt O,,K,gut
Schorfheidestraße,MaHe O,,K,einfach,Schützenstraße,Pank O,,K,mittel
Schorfheidestraße,Rein W,,K,mittel,Schützenstraße,Rein W,,K,einfach
Schorlemerallee,StZe W,,K,gut,Schützenstraße,Span W,,K,einfach
Schottburger Straße,TSch W,,K,mittel,Schützenstraße,StZe W,,K,mittel
Schottmüllerstraße,StZe W,,K,mittel,Schützenstraße,TrKö O,,K,einfach
Schottstraße,Lich O,,K,mittel,Schützenstraße,TSch W,13 - 22,F,mittel
Schraderstraße,TrKö O,,K,mittel,Schützenstraße,TSch W,23 - 26,F,einfach
Schragenfeldstraße,MaHe O,,K,einfach,Schützenstraße,TSch W,27 - 31,F,mittel
Schräger Weg,Pank O,,K,mittel,Schwabenallee,MaHe O,1 - 57,U,mittel
Schramberger Straße,Rein W,,K,gut,Schwabenallee,MaHe O,2 - 58,G,mittel
Schrammsteinweg,Pank O,,K,einfach,Schwabenallee,MaHe O,61 - 75,U,gut
Schrammstraße,ChWi W,,K,gut,Schwabenallee,MaHe O,62 - 64,G,gut
Schrebergasse,TrKö O,,K,mittel,Schwabenallee,MaHe O,70 - 140,G,mittel
Schreberstraße,StZe W,1 A - 23,U,mittel,Schwabenallee,MaHe O,79 - 139,U,mittel
Schreberstraße,StZe W,2 - 28,G,gut,Schwabinger Weg,Span W,5 - 11,U,mittel
Schreckenbachstraße,Pank O,,K,mittel,Schwabinger Weg,Span W,6 - 12,G,gut
Schreckhornweg,Pank O,,K,mittel,Schwabinger Weg,Span W,13 - 51,U,gut
Schreiberhauer Straße,Lich O,,K,mittel,Schwabinger Weg,Span W,14 - 32,G,mittel
Schreiberring,TSch W,,K,mittel,Schwäbische Straße,TSch W,2 - 4,F,mittel
Schreinerstraße,FrKr O,1 - 12,F,mittel,Schwäbische Straße,TSch W,5 - 8,F,gut
Schreinerstraße,FrKr O,13 - 51,F,gut,Schwäbische Straße,TSch W,12 - 18,F,mittel
Schreinerstraße,FrKr O,52 - 64 A,F,mittel,Schwäbische Straße,TSch W,23 - 26,F,gut
Schriftsetzerweg,Neuk W,,K,mittel,Schwäbische Straße,TSch W,27 - 29,F,mittel
Schrimmer Weg,Neuk W,,K,einfach,Schwabstedter Weg,Rein W,,K,mittel
Schrobsdorffstraße,MaHe O,,K,gut,Schwabstraße,Rein W,,K,einfach
Schrockstraße,StZe W,1 - 25,U,gut,Schwalbacher Straße,TSch W,,K,gut
Schrockstraße,StZe W,2 - 26,G,gut,Schwalbachstraße,TSch W,,K,mittel
Schrockstraße,StZe W,29 - 37,U,mittel,Schwalbenflug,MaHe O,,K,einfach
Schrockstraße,StZe W,32 - 34,G,mittel,Schwalbenweg,TrKö O,,K,einfach
Schrodaer Straße,MaHe O,,K,mittel,Schwalbenweg,TSch W,,K,mittel
Schröderstraße,Mitt O,,K,gut,Schwambzeile,ChWi W,,K,einfach
Schubartstraße,Rein W,,K,einfach,Schwanebecker Chaussee,Pank O,,K,einfach
Schubertstraße,MaHe O,14 - 27 A,F,gut,Schwanenblumenweg,Lich O,,K,einfach
Schubertstraße,MaHe O,27 D - 28,F,mittel,Schwanenfeldstraße,ChWi W,,K,einfach
Schubertstraße,MaHe O,29,F,gut,Schwanenweg,TrKö O,,K,einfach
Schubertstraße,MaHe O,30 - 40,F,mittel,Schwanheimer Straße,TSch W,,K,einfach
Schubertstraße,StZe W,,K,gut,Schwanter Weg,Span W,,K,mittel
Schubertstraße,TrKö O,,K,mittel,Schwartzkopffstraße,Mitt O,1 - 10,F,mittel
Schuchardtweg,StZe W,,K,gut,Schwartzkopffstraße,Mitt O,11 - 20,F,gut
Schuckertdamm,Span W,,K,einfach,Schwartzstraße,Rein W,,K,einfach
Schuckertplatz,Span W,,K,einfach,Schwarzastraße,Neuk W,,K,einfach
Schudomastraße,Neuk W,,K,einfach,Schwarzbacher Straße,ChWi W,2 - 7,F,mittel
Schulenburgring,TSch W,,K,mittel,Schwarzbacher Straße,ChWi W,9,F,gut
Schulenburgstraße,Rein W,,K,mittel,Schwarzbärenweg,MaHe O,,K,mittel
Schulenburgstraße,Span W,,K,einfach,Schwarzburger Straße,MaHe O,,K,einfach
Schülerbergstraße,Span W,,K,einfach,Schwarzdornweg,StZe W,,K,mittel
Schulgasse,MaHe O,,K,mittel,Schwarzelfenweg,Pank O,,K,mittel
Schulstraße,MaHe O,,K,mittel,Schwarze-Pumpe-Weg,MaHe O,,K,einfach
Schulstraße,Mitt W,,K,einfach,Schwarzer Weg,Rein W,15 - 49,F,gut
Schulstraße,Pank O,,K,mittel,Schwarzer Weg,Rein W,69 - 105,F,mittel
Schulstraße,Rein W,,K,gut,Schwarzer Weg (Obers),TrKö O,,K,einfach
Schulstraße,Span O,,K,einfach,Schwarzer Weg (Schmö),TrKö O,,K,einfach
Schulstraße (Lankw),StZe W,1 - 11 B,U,gut,Schwarzheider Straße,MaHe O,,K,mittel
Schulstraße (Lankw),StZe W,2 - 6 A,G,mittel,Schwarzkittelweg,Rein W,,K,gut
Schulstraße (Lankw),StZe W,13 - 21,U,mittel,Schwarzkogelweg,TSch W,,K,mittel
Schulstraße (Lankw),StZe W,14 - 30,G,gut,Schwarzkoppenstraße,TrKö O,,K,einfach
Schulstraße (Wanns),StZe W,,K,gut,Schwarzmeerstraße,Lich O,,K,mittel
Schulze-Boysen-Straße,Lich O,10 - 34,G,mittel,Schwarzschildstraße,TrKö O,1 - 3,U,mittel
Schulze-Boysen-Straße,Lich O,11 - 75,U,einfach,Schwarzschildstraße,TrKö O,2 - 14,G,einfach
Schulze-Boysen-Straße,Lich O,38 - 40,G,einfach,Schwarzschildstraße,TrKö O,13,U,einfach
Schulzendorfer Straße,Mitt W,,K,einfach,Schwarzspechtweg,Rein W,,K,mittel
Schulzendorfer Straße,TrKö O,,K,einfach,Schwarzwaldstraße,Pank O,,K,mittel
Schulzendorfer Straße (Heils),Rein W,,K,mittel,Schwarzwurzelstraße,MaHe O,,K,einfach
Schulzendorfer Straße (Hermd),Rein W,,K,mittel,Schwatlostraße,StZe W,,K,mittel
Schulzenstraße,Span W,,K,einfach,Schwebelstraße,TSch W,,K,mittel
Schulzestraße,Pank O,,K,mittel,Schwebelweg,Span W,,K,einfach
Schumannstraße,Mitt O,,K,gut,Schwechtenstraße,TSch W,,K,einfach
Straßenname1,Bezirk2 G3 Hausnr.4,,B5,WL6,Straßenname1,Bezirk2 G3,Hausnr.4,B5,WL6
Schwedenstraße,Mitt W,,K,einfach,Seehofstraße,StZe W,27 - 151 A,U,mittel
Schwedlerstraße,ChWi W,,K,gut,Seehofstraße,StZe W,40 - 152,G,mittel
Schwedter Straße,Mitt O,,K,gut,Seejungfernweg,Span W,,K,einfach
Schwedter Straße,Pank O 1,- 83,F,gut,Seekorso,Span W,2 - 14,G,mittel
Schwedter Straße,Pank O 90,,F,mittel,Seekorso,Span W,3 - 13,U,mittel
Schwedter Straße,Pank O 261,- 269,F,gut,Seekorso,Span W,15 - 29,U,gut
Schwedter Straße,TSch W,,K,mittel,Seekorso,Span W,16 - 28,G,gut
Schweidnitzer Straße,ChWi W,,K,gut,Seekorso,Span W,32 - 124,G,mittel
Schweiggerweg,ChWi W,,K,einfach,Seekorso,Span W,33 - 135,U,mittel
Schweinfurthstraße,ChWi W,,K,gut,Seelbuschring,TSch W,,K,mittel
Schweinfurthstraße,StZe W,,K,gut,Seelenbinderstraße,TrKö O,,K,mittel
Schweitzerstraße,StZe W,,K,gut,Seelingstraße,ChWi W,,K,mittel
Schweizer Tal,Pank O,,K,mittel,Seelower Straße,Pank O,,K,gut
Schwelmer Straße,StZe W,,K,einfach,Seepromenade,Span W,,K,mittel
Schwendenerstraße,StZe W,,K,gut,Seerosensteig,Neuk W,,K,einfach
Schwendyweg,Span W,,K,mittel,Seesener Straße,ChWi W,2 - 14 B,F,mittel
Schweriner Ring,Lich O,,K,einfach,Seesener Straße,ChWi W,15 - 54,F,gut
Schwerinstraße,TSch W,,K,einfach,Seesener Straße,ChWi W,55 - 74,F,mittel
Schwerter Weg,Span W,,K,einfach,Seestraße,ChWi W,,K,einfach
Schwertlilienweg,Neuk W,,K,mittel,Seestraße,MaHe O,,K,gut
Schwiebusser Straße,FrKr W,,K,mittel,Seestraße,Mitt W,,K,einfach
Schwiebusser Straße,TSch W,,K,mittel,Seestraße,Rein W,,K,mittel
Schwiegersteig,Span W,,K,einfach,Seestraße,TrKö O,,K,mittel
Schwielowseestraße,Span W,,K,einfach,Seeuferstraße,StZe W,,K,gut
Schwimmerweg,Span W,,K,mittel,Segelfalterweg,MaHe O,,K,mittel
Schwindstraße,TrKö O,,K,mittel,Segelfliegerdamm,TrKö O,,K,mittel
Schwirrammerweg,Pank O 3,,F,mittel,Segewaldweg,TrKö O,,K,mittel
Schwirrammerweg,Pank O 4,- 6,F,einfach,Segitzdamm,FrKr W,,K,einfach
Schwirrammerweg,Pank O 7,,F,mittel,Seibtweg,StZe W,,K,mittel
Schwirrammerweg,Pank O 8,,F,einfach,Seidelbastweg,Neuk W,,K,mittel
Schwirrammerweg,Pank O 9,,F,mittel,Seidelstraße,Rein W,1 - 44,F,einfach
Schwirrammerweg,Pank O 10,,F,einfach,Seidelstraße,Rein W,49 - 75,F,mittel
Schwirrammerweg,Pank O 11,,F,mittel,Seidelstraße,Rein W,76 - 77,F,einfach
Schwirrammerweg,Pank O 12,- 46,F,einfach,Seidenbaustraße,TrKö O,,K,mittel
Schwyzer Straße,Mitt W,,K,einfach,Seidenberger Straße,Pank O,,K,mittel
Scottweg,ChWi W,,K,gut,Seidenbienenweg,TrKö O,,K,einfach
Sebaldweg,TrKö O,,K,mittel,Seidenhuhnweg,Neuk W,,K,mittel
Sebastianstraße,FrKr W,,K,einfach,Seidenschwanzstraße,MaHe O,,K,mittel
Sebastianstraße,Mitt O 1,- 4,F,einfach,Seifertweg,Lich O,,K,mittel
Sebastianstraße,Mitt O 13,- 57,F,gut,Seilerweg,Neuk W,,K,mittel
Sebnitzer Straße,MaHe O,,K,mittel,Selbhornweg,TSch W,,K,mittel
Sebnitzer Weg,Neuk W,,K,mittel,Selbitzer Straße,Span W,1 - 125,U,gut
Sedanstraße,Span W,,K,einfach,Selbitzer Straße,Span W,14 - 128,G,gut
Sedanstraße,StZe W 1,- 14,F,mittel,Selbitzer Straße,Span W,129,U,mittel
Sedanstraße,StZe W 16,- 31,F,gut,Selbitzer Straße,Span W,130 - 132,G,mittel
Sedanstraße,StZe W 39,- 45,F,mittel,Selchower Straße,Neuk W,,K,einfach
Seddiner Straße,Lich O,,K,einfach,Selchowstraße,ChWi W,,K,gut
Seddiner Weg,TrKö O,,K,mittel,Selchowstraße,TrKö O,,K,mittel
Seddinpromenade,TrKö O,,K,einfach,Selerweg,StZe W,2 - 48,G,gut
Seeadlerweg,Neuk W,,K,einfach,Selerweg,StZe W,3 - 39,U,gut
Seebad Wendenschloß,TrKö O,,K,gut,Selerweg,StZe W,41 - 45,U,mittel
Seebadstraße,MaHe O,,K,mittel,Selgenauer Weg,Neuk W,1 A - 1 B,U,mittel
Seebadstraße,Rein W,,K,mittel,Selgenauer Weg,Neuk W,2 - 18 A,G,mittel
Seebadstraße,Span W 1,- 12,F,mittel,Selgenauer Weg,Neuk W,3 - 71,U,einfach
Seebadstraße,Span W 14,- 32,F,gut,Selgenauer Weg,Neuk W,22 - 80,G,einfach
Seebadstraße,Span W 35,- 54,F,mittel,Selkestraße,Neuk W,,K,einfach
Seebeckstraße,Rein W,,K,einfach,Sella-Hasse-Straße,MaHe O,,K,einfach
Seeblickstraße,Rein W,,K,gut,Sellerstraße,Mitt W,,K,einfach
Seeburger Straße,Span W,,K,einfach,Sellinstraße,Pank O,,K,mittel
Seeburger Weg,Span W,,K,einfach,Selma-Lagerlöf-Straße,Pank O,,K,mittel
Seecktstraße,Span W,,K,einfach,Selmaplatz,StZe W,,K,gut
Seefelder Straße,Lich O 1,- 19,U,mittel,Selmer Pfad,Rein W,,K,mittel
Seefelder Straße,Lich O 4,- 50,G,mittel,Seltersstraße,TSch W,,K,mittel
Seefelder Straße,Lich O 23,- 37,U,einfach,Sembritzkistraße,StZe W,,K,mittel
Seefelder Straße,Lich O 39,- 49,U,mittel,Sembritzkistraße,TSch W,,K,mittel
Seegefelder Straße,Span W,,K,einfach,Semiramisstraße,Pank O,,K,mittel
Seegefelder Weg,Span W 220,- 386,G,einfach,Semliner Straße,TrKö O,,K,mittel
Seegefelder Weg,Span W 221,- 387,U,einfach,Semmelländerweg,Span W,,K,einfach
Seegefelder Weg,Span O 390,- 466,G,einfach,Semmelweg,Rein W,,K,mittel
Seegefelder Weg,Span O 391,- 469,U,einfach,Semmelweisstraße,TrKö O,,K,einfach
Seegerstraße,Pank O,,K,mittel,Semnonenweg,Span W,,K,mittel
Seehausener Straße,Lich O,,K,einfach,Semnonenweg,TrKö O,,K,mittel
Seehofstraße,StZe W 1,- 25,U,gut,Semperstraße,TSch W,,K,gut
Seehofstraße,StZe W 6,- 36,G,gut,Sendener Weg,Rein W,,K,mittel
Straßenname1,Bezirk2 G3 Hausnr.4,,B5,WL6,Straßenname1,Bezirk2 G3,Hausnr.4,B5,WL6
Senefelderstraße,Pank O,,K,gut,Siegstraße,Pank O,,K,mittel
Senegalstraße,Mitt W,,K,einfach,Siekeweg,TSch W,,K,einfach
Senfkornweg,MaHe O,,K,mittel,Sielower Weg,TrKö O,,K,einfach
Senftenberger Ring,Rein W 1,- 33,U,einfach,Siemensdamm,ChWi W,,K,einfach
Senftenberger Ring,Rein W 2,- 32,G,einfach,Siemensdamm,Span W,,K,einfach
Senftenberger Ring,Rein W 34,- 52 D,G,mittel,Siemensstraße,Mitt W,,K,einfach
Senftenberger Ring,Rein W 35,- 47 C,U,mittel,Siemensstraße,StZe W,,K,mittel
Senftenberger Ring,Rein W 49,- 99,U,einfach,Siemensstraße,TrKö O,,K,einfach
Senftenberger Ring,Rein W 54,- 98,G,einfach,Siemenswerderweg,Span W,1 - 1 A,F,gut
Senftenberger Straße,MaHe O 1,- 1 A,U,mittel,Siemenswerderweg,Span W,2,F,mittel
Senftenberger Straße,MaHe O 1 B,- 43,U,einfach,Siemenswerderweg,Span W,3 - 35,F,gut
Senftenberger Straße,MaHe O 10,- 36,G,einfach,Siemenswerderweg,Span W,36,F,mittel
Senheimer Straße,Rein W,,K,gut,Siemenswerderweg,Span W,37,F,gut
Sennockstraße,TSch W,,K,mittel,Siemenswerderweg,Span W,38,F,mittel
Sensburger Allee,ChWi W,,K,gut,Siemenswerderweg,Span W,39,F,gut
Sensenpfad,MaHe O,,K,mittel,Siemenswerderweg,Span W,40,F,mittel
Sentastraße,TSch W,,K,gut,Siemenswerderweg,Span W,41,F,gut
Senziger Straße,MaHe O,,K,mittel,Siemenswerderweg,Span W,42,F,mittel
Senziger Zeile,Rein W,,K,mittel,Siemenswerderweg,Span W,43,F,gut
Senzker Straße,Span W,,K,einfach,Siemenswerderweg,Span W,44,F,mittel
Seppenrader Weg,Rein W,,K,mittel,Siemenswerderweg,Span W,45 - 47,F,gut
Septimerstraße,Rein W,,K,einfach,Siemenswerderweg,Span W,48,F,mittel
Sesenheimer Straße,ChWi W,,K,mittel,Siemenswerderweg,Span W,49,F,gut
Sesselmannweg,ChWi W,,K,mittel,Siemenswerderweg,Span W,50,F,mittel
Setheweg,Span W,,K,gut,Siemenswerderweg,Span W,51,F,gut
Seumestraße,FrKr O,,K,gut,Siemenswerderweg,Span W,52,F,mittel
Severingstraße,Neuk W,,K,mittel,Siemenswerderweg,Span W,53 - 55,F,gut
Sewanstraße,Lich O 1,- 262,F,mittel,Siemenswerderweg,Span W,56,F,mittel
Sewanstraße,Lich O 263,- 273,F,einfach,Siemenswerderweg,Span W,57 - 65,F,gut
Seychellenring,Span W,,K,mittel,Siepesteig,StZe W,,K,mittel
Seydelstraße,Mitt O,,K,gut,Sieversufer,Neuk W,,K,einfach
Seydlitzstraße,Mitt W,,K,einfach,Sigismundkorso,Rein W,,K,gut
Seydlitzstraße,StZe W,,K,mittel,Sigismundstraße,Mitt W,,K,gut
Seydlitzstraße,TSch W,,K,mittel,Sigmaringer Straße,ChWi W,,K,gut
Seylerstraße,StZe W,,K,gut,Sigmund-Bergmann-Straße,Span W,,K,einfach
Shawweg,ChWi W,,K,gut,Sigridstraße,Pank O,,K,einfach
Sibeliusweg,Span W,,K,gut,Sigrunstraße,Lich O,,K,einfach
Sibyllenstraße,StZe W 1,- 9,U,mittel,Sigurdstraße,Pank O,,K,mittel
Sibyllenstraße,StZe W 2,- 20,G,mittel,Silberapfelweg,Pank O,,K,einfach
Sibyllenstraße,StZe W 11,- 19,U,gut,Silberberger Straße,TrKö O,,K,mittel
Sichelsteig,Pank O,,K,einfach,Silberdistelweg,Neuk W,,K,mittel
Sickingenstraße,ChWi W,,K,einfach,Silbergrasweg,TrKö O,,K,mittel
Sickingenstraße,Mitt W,,K,einfach,Silberhammerweg,Rein W,,K,mittel
Siebenendenweg,StZe W,,K,gut,Silbersteinstraße,Neuk W,,K,einfach
Sieboldstraße,TrKö O,,K,einfach,Silberweidenweg,Lich O,,K,mittel
Siebweg,TrKö O 1,- 9,U,einfach,Silingenweg,ChWi W,,K,gut
Siebweg,TrKö O 2,- 8,G,einfach,Silvesterweg,Rein W,2 - 40,G,gut
Siebweg,TrKö O 10,- 100,G,mittel,Silvesterweg,Rein W,3 - 41,U,gut
Siebweg,TrKö O 11,- 99,U,mittel,Silvesterweg,Rein W,44 - 74,G,mittel
Siedelmeisterweg,Rein W,,K,einfach,Silvesterweg,Rein W,45 - 79,U,mittel
Siedlers Eck,TrKö O,,K,einfach,Silvio-Meier-Straße,FrKr O,,K,mittel
Siedlung Schönhorst (Bergstraße),TrKö O,,K,einfach,Silzer Weg,StZe W,,K,mittel
Siedlung Schönhorst (Feldstraße),TrKö O,,K,einfach,Simmelstraße,Rein W,,K,einfach
Siedlung Schönhorst (Lindenstraße),TrKö O,,K,einfach,Simon-Bolivar-Straße,Lich O,,K,mittel
Siedlung Schönhorst (Spreestraße),TrKö O,,K,einfach,Simon-Dach-Straße,FrKr O,,K,gut
Siedlung Schönhorst (Wiesenstraße),TrKö O,,K,einfach,Simonring,Span W,,K,einfach
Siedlungsring,Pank O,,K,mittel,Simplonstraße,FrKr O,,K,gut
Siedlungsstraße,Pank O,,K,einfach,Simpsonweg,TSch W,1 - 23 E,U,mittel
Siedlungsweg,Span O,,K,mittel,Simpsonweg,TSch W,2 - 14,G,einfach
Siefersheimer Straße,TrKö O,,K,einfach,Simrockplatz,MaHe O,,K,gut
Siegburger Straße,ChWi W,,K,gut,Singammerweg,Pank O,1 - 3,F,mittel
Siegener Straße,Span W,,K,einfach,Singammerweg,Pank O,4,F,einfach
Siegertweg,TSch W,,K,mittel,Singammerweg,Pank O,5,F,mittel
Siegfried-Berger-Straße,TrKö O,,K,mittel,Singammerweg,Pank O,6,F,einfach
Siegfried-Hirschmann-Park,FrKr O,,K,mittel,Singammerweg,Pank O,7,F,mittel
Siegfriedstraße,Lich O 1,- 45,F,mittel,Singammerweg,Pank O,8,F,einfach
Siegfriedstraße,Lich O 46,- 177,F,einfach,Singammerweg,Pank O,9,F,mittel
Siegfriedstraße,Lich O 178,- 213,F,mittel,Singammerweg,Pank O,10,F,einfach
Siegfriedstraße,MaHe O,,K,gut,Singammerweg,Pank O,11,F,mittel
Siegfriedstraße,Neuk W,,K,einfach,Singammerweg,Pank O,12,F,einfach
Siegfriedstraße,Pank O,,K,mittel,Singammerweg,Pank O,13,F,mittel
Sieglindestraße,TSch W,,K,gut,Singammerweg,Pank O,14,F,einfach
Siegmarstraße,MaHe O,,K,einfach,Singammerweg,Pank O,15,F,mittel
Siegmunds Hof,Mitt W,,K,mittel,Singammerweg,Pank O,19 - 36,F,einfach
Straßenname1,Bezirk2 G3,Hausnr.4,B5,WL6,Straßenname1,Bezirk2 G3,Hausnr.4,B5,WL6
Singdrosselsteig,Rein W,,K,einfach,Sömmeringstraße,ChWi W,2 - 34,G,einfach
Singener Weg,StZe W,,K,mittel,Sömmeringstraße,ChWi W,40 - 42,G,mittel
Singerstraße,FrKr O,19 - 41,F,mittel,Sommerstraße,Rein W,,K,einfach
Singerstraße,FrKr O,50 - 53,F,gut,Sommerwiesenweg,TrKö O,,K,mittel
Singerstraße,FrKr O,60 - 87,F,mittel,Sonatenweg,Pank O,,K,mittel
Singerstraße,Mitt O,,K,mittel,Sonderburger Straße,Mitt W,,K,einfach
Sinsheimer Weg,Neuk W,,K,einfach,Sondershauser Straße,StZe W,,K,mittel
Sinziger Straße,Lich O,,K,gut,Sonneberger Weg,StZe W,,K,mittel
Siriusstraße,Neuk W,,K,einfach,Sonnenallee,Neuk W,1 - 33,U,mittel
Siriusstraße,TrKö O,,K,einfach,Sonnenallee,Neuk W,6 - 334,G,einfach
Sittener Zeile,StZe W,,K,mittel,Sonnenallee,Neuk W,35 - 323,U,einfach
